inscricao,latitude,longitude,setor,elevacao
"3257169",-3.79540809358049,-38.5782671164582,"11",28.5816917419434
"7243774",-3.75571700525573,-38.5770978400095,"13",31
"3498514",-3.80651099274837,-38.5833410592058,"11",27.5711441040039
"958999",-3.76179111716575,-38.5844871152013,"13",19.8618335723877
"6065600",-3.77570588560998,-38.5566720276111,"11",23.1944408416748
"7736150",-3.79328473560837,-38.6086523651417,"4",17
"3456722",-3.79915621788235,-38.5885119871789,"11",24.8347663879395
"8270457",-3.75101157968839,-38.5689068645148,"13",12.0160303115845
"1869353",-3.76970828385406,-38.6068856088885,"4",16.548168182373
"1895796",-3.76405434259332,-38.6064520909331,"4",11.0803756713867
"1770195",-3.81259661891695,-38.6087108033905,"4",24.8645496368408
"4673840",-3.7663249094315,-38.5970443214486,"4",9.0413064956665
"1958470",-3.77291574711001,-38.5993166168269,"4",17.1116123199463
"968870",-3.76243431634299,-38.5782851268191,"13",24.0509033203125
"10048545",-3.78333285597542,-38.5700045161458,"11",22.5405960083008
"5245770",-3.75380857935961,-38.6001403250233,"4",4.29521608352661
"2762552",-3.76739076650017,-38.5830325230321,"13",17.1576843261719
"7752032",-3.80263323748285,-38.5601067045029,"11",29.8098754882813
"7654375",-3.75313397299507,-38.6042853963306,"4",6.64238595962524
"10177035",-3.78514582672228,-38.5876967629355,"11",30.0332984924316
"10204571",-3.81815917716555,-38.6191623249153,"4",30.9874858856201
"7157304",-3.75705497927418,-38.6039989754437,"4",10.3850517272949
"6578870",-3.78854442771039,-38.5730899680459,"11",26
"2053004",-3.75562368367889,-38.565726036779,"13",25.3300151824951
"7249870",-3.75390000970161,-38.5762598966823,"13",31.3336048126221
"3337430",-3.79567260803292,-38.578725237197,"11",29
"2752867",-3.80065438919144,-38.5895162936972,"11",27.1129760742188
"3527956",-3.77666648022381,-38.5552588665056,"11",19.1470432281494
"5590680",-3.77497756672716,-38.5716111541387,"13",26.6137428283691
"5042089",-3.79475753859893,-38.5786406283176,"11",28
"8024316",-3.76681302391308,-38.5957989572136,"4",8
"962929",-3.75888928519146,-38.5858274821801,"13",25.4524974822998
"4679687",-3.76580948422121,-38.600891777887,"4",16
"10038000",-3.74959254970987,-38.5727394831841,"13",21.1423988342285
"7818246",-3.75206800557245,-38.570641937205,"13",14.6918935775757
"2811790",-3.79885352327069,-38.6116541360081,"4",18
"939510",-3.77093104039483,-38.5796208154096,"13",27.7398700714111
"4769244",-3.79789710094673,-38.6020678043915,"4",25
"10339957",-3.77823927652601,-38.5562414499385,"11",20
"3883655",-3.79275480251057,-38.6246863347978,"4",25.5261707305908
"6736238",-3.75008081028275,-38.5680320208874,"13",11.4049053192139
"4584724",-3.76187621045433,-38.5758287252463,"13",27.4470615386963
"6770592",-3.76181077129667,-38.5925434930568,"13",17.2547225952148
"1111507",-3.75926141777261,-38.5618237131285,"13",17
"795410",-3.75186855396742,-38.5597639754553,"13",20.3910808563232
"2790793",-3.81027365958225,-38.5568170519721,"11",23.7008934020996
"4693442",-3.75379957262968,-38.60306949847,"4",11
"6006779",-3.79132657326835,-38.5759922019746,"11",23.0502777099609
"5592046",-3.76091869025281,-38.5784097855334,"13",21.2200393676758
"1972227",-3.77180696169972,-38.5980018081783,"4",12.2030744552612
"1870521",-3.77047487513326,-38.6101117649966,"4",10.3241901397705
"3337065",-3.79730059621155,-38.5809788494056,"11",32
"6057489",-3.77830318434928,-38.6188525051074,"4",20.4023323059082
"3556301",-3.77752421118428,-38.5529425183358,"11",23.4860229492188
"10825991",-3.80780210663017,-38.6252880042121,"4",41
"10531467",-3.80067469036091,-38.5823039182139,"11",30.3673419952393
"10156305",-3.75944867987401,-38.6006678997096,"4",8.81817150115967
"389331",-3.7933492246796,-38.613783619109,"4",19.4694156646729
"8014230",-3.78481299878479,-38.6048349464483,"4",14.7999715805054
"10261052",-3.75151775537731,-38.5810442413051,"13",21.4877758026123
"4691679",-3.75423890905118,-38.6033997135533,"4",11.9607172012329
"8150591",-3.77345650861627,-38.5920344863062,"11",13.0353240966797
"2714639",-3.77052264798044,-38.5984957170797,"4",14.431866645813
"1888625",-3.76339974439328,-38.606587683737,"4",9.60798645019531
"10014454",-3.76835504052779,-38.5922556115084,"13",15.4079961776733
"3260232",-3.80097314446172,-38.578331164195,"11",31.3870620727539
"3396100",-3.8035783554291,-38.5657978480805,"11",30.8638668060303
"3186946",-3.79469764715545,-38.5776881030184,"11",27.7543773651123
"3283887",-3.80027916510029,-38.584085354934,"11",29.2697601318359
"4693230",-3.75350919336707,-38.6037110732526,"4",9.49131679534912
"5057752",-3.77985555831257,-38.6081825755932,"4",12.0645952224731
"5637325",-3.76713651606511,-38.6001741368952,"4",14.9496383666992
"7246528",-3.79383716265924,-38.5522840570581,"11",13.5473918914795
"8557136",-3.80161134767598,-38.5762721481968,"11",30.5129718780518
"10063072",-3.75297806807588,-38.6049103457128,"4",4.75488662719727
"3521559",-3.7786459844285,-38.552964719618,"11",25
"2688824",-3.80153281527518,-38.5836202746161,"11",28.9172286987305
"2217350",-3.79354524259789,-38.5607998492624,"11",27.3257789611816
"3722090",-3.7908510403346,-38.5978949170736,"4",24.4281578063965
"3905799",-3.77821395169194,-38.6089539656561,"4",11.5877084732056
"716936",-3.77798252219383,-38.5546661679463,"11",22.9400653839111
"3914143",-3.78456196150502,-38.6126865419702,"4",13.3754940032959
"10457690",-3.75449994543236,-38.5772085814488,"13",30.4107990264893
"2762587",-3.77912313051334,-38.5889576243701,"11",24.6132488250732
"8567905",-3.80168537503007,-38.6162633117156,"4",31.0214366912842
"3122921",-3.75985887486173,-38.6126435752187,"4",15.8285322189331
"961728",-3.75955292345442,-38.5869555182014,"13",26
"4616561",-3.75575356792252,-38.593075615901,"13",22
"2106159",-3.77170562596452,-38.6015878352388,"4",28
"4676530",-3.76339731937625,-38.600451374722,"4",9.91965866088867
"8126810",-3.7771429589102,-38.5898350091091,"11",18.3559818267822
"6627358",-3.75861018150117,-38.5963374846398,"13",16.930736541748
"4711998",-3.75377695914442,-38.602965568402,"4",10.723464012146
"3612600",-3.78373962434678,-38.5883647381654,"11",33.0099983215332
"4838424",-3.77200048612812,-38.5768838285894,"13",30.5969295501709
"10539328",-3.78541628573511,-38.577601813365,"11",33
"4998189",-3.75118868490132,-38.6002758919079,"4",5.33225774765015
"10248650",-3.77663948458891,-38.6182404035791,"4",15
"4678443",-3.75436071730847,-38.6022050494833,"4",9.57227516174316
"3686183",-3.77964972455632,-38.5931269587703,"11",17.9803028106689
"6025285",-3.79432875701521,-38.5646539640165,"11",27.663423538208
"10057730",-3.78503159676671,-38.5885097717472,"11",28.6669273376465
"4680928",-3.75561077502736,-38.6021366757827,"4",11.2122659683228
"9069240",-3.78230065804489,-38.5881763384301,"11",31.966251373291
"8320098",,,,
"3499391",-3.74638423241986,-38.5841649219036,"13",14.4941120147705
"10183078",-3.77673469398044,-38.6085438705066,"4",11
"970484",-3.76041850553027,-38.5784132014184,"13",23
"5410835",-3.78708059389617,-38.5952206333409,"4",14
"3058905",-3.76800917711553,-38.6156982446497,"4",12.2888536453247
"3336565",-3.7491505501198,-38.6004529694938,"4",5
"3708802",-3.79986999662341,-38.5821080276022,"11",31.6293811798096
"6669506",-3.75195105335338,-38.5807985136782,"13",21.7964000701904
"3626024",-3.7796378973144,-38.592402876167,"11",23.1965789794922
"1962485",-3.76922730492954,-38.5997071191247,"4",19
"10263470",-3.77700895751977,-38.5577051537881,"11",22.6538677215576
"3504514",-3.79706721716876,-38.5878598007858,"11",19.3982849121094
"6670008",-3.75769170108124,-38.6050487436091,"4",6.99088430404663
"3339718",-3.79566906625142,-38.5765529938318,"11",30.5697250366211
"4701801",-3.77070104875664,-38.5968718857788,"4",10
"6632980",-3.7490345359269,-38.5835396704006,"13",20.6569309234619
"10121560",-3.78582419667901,-38.5879557224267,"11",26.5703678131104
"1962418",-3.76967441796771,-38.5998652679381,"4",19.3617343902588
"4753496",-3.81272654064518,-38.6094910767559,"4",25
"983292",-3.75842472037986,-38.5917409033895,"13",23.0291957855225
"964484",-3.75942111995801,-38.5836461571583,"13",18.2035503387451
"1969927",-3.76694148030188,-38.5993551642441,"4",11.8882761001587
"8078076",-3.81324475305428,-38.6187675848206,"4",30.2520351409912
"999547",-3.75198960809871,-38.5926594174031,"13",20.806791305542
"1970291",-3.76689414072777,-38.5989176965672,"4",11.0121479034424
"2885891",-3.75284964753459,-38.5616783189056,"13",14.080602645874
"7889488",-3.79765379492678,-38.5519437215287,"11",18.550537109375
"8365334",-3.74880850491927,-38.5696078543511,"13",10.9686546325684
"885932",-3.77008872732341,-38.5779408491747,"13",30.9222393035889
"6961118",-3.77346065572563,-38.555255241968,"13",22
"10073990",-3.75831355455873,-38.6008503129811,"4",8.48948001861572
"7247737",-3.75405648865897,-38.5767263648397,"13",31.3045234680176
"1907620",-3.76392405710668,-38.5790737504071,"13",28
"1026178",-3.75231032790977,-38.5575290255893,"13",23
"10157948",-3.75302912219972,-38.5602151518244,"13",17.9602737426758
"3539130",-3.78859362057262,-38.5710417914446,"11",26.1612548828125
"3739929",-3.77640935154805,-38.6006470511823,"4",21.4260158538818
"5621305",-3.75189331764262,-38.6013964417158,"4",6
"7283393",-3.75049236006552,-38.5820441581459,"13",20.1192512512207
"2687232",-3.80955920755142,-38.619424627823,"4",33.6776657104492
"4719069",-3.75018493913761,-38.6009677302878,"4",5.71244049072266
"6909930",-3.8161432377266,-38.5568600835756,"11",28.3714809417725
"1861115",-3.7636652321666,-38.6025879792844,"4",15
"4715497",-3.7504011570242,-38.6024497095534,"4",8
"2219875",-3.77530869100438,-38.5577107399565,"11",26.3455276489258
"7300042",-3.81556742377831,-38.5616968608156,"11",30.8430347442627
"6819036",-3.75859195551503,-38.606186501725,"4",7
"963887",-3.75920633249708,-38.5844810874169,"13",22.8573379516602
"8688370",-3.79627493635737,-38.6088914626806,"4",17
"10271201",-3.77124934056645,-38.5554121204902,"13",23.7438640594482
"1891189",-3.76210130568958,-38.6069649490801,"4",8
"5454034",-3.79240933026966,-38.5882838341496,"11",25.2637138366699
"886319",-3.7688561993404,-38.5769697304215,"13",29.9918766021729
"3819515",-3.8023633493905,-38.5601825895306,"11",30
"10061983",-3.75239265898744,-38.60456400495,"4",4.82726716995239
"4211502",-3.81420635471611,-38.5630071034798,"11",22.9672374725342
"6670660",-3.75864962683109,-38.5966314824484,"13",14.1946563720703
"7285922",-3.75188453902724,-38.5782967180766,"13",29.4483242034912
"7284950",-3.75064975930159,-38.5808436605529,"13",23.290018081665
"3186466",-3.79742851736275,-38.5781389729301,"11",32.9878807067871
"8396558",-3.80417170212397,-38.5902530032662,"11",18
"7133405",-3.7871177006879,-38.592930148818,"4",13.1559019088745
"3449157",-3.77653795307576,-38.5939509726409,"11",17.4192142486572
"10117695",-3.80512453916756,-38.6087864575201,"4",19.3435020446777
"1003372",-3.75141176576717,-38.5966067739847,"13",13.3353853225708
"3058590",-3.77633779118815,-38.6201718444867,"4",21.3794689178467
"3180620",-3.80836491676092,-38.5712707220901,"11",31.3260688781738
"1015966",-3.75134872765951,-38.5644442867482,"13",16.1850166320801
"4661559",-3.75556946302138,-38.5705591222305,"13",25.5223712921143
"3746518",-3.77769882589679,-38.6020459278212,"4",23.5623321533203
"1961322",-3.77001859089385,-38.5982087695347,"4",13.457688331604
"3618293",-3.78772446047561,-38.5886401281547,"11",20.9153633117676
"408298",-3.75604275439479,-38.5714925709646,"13",28.286642074585
"10291857",-3.80701101325606,-38.5840719104856,"11",28.9535007476807
"3191877",-3.79742876111171,-38.5803241934692,"11",31
"3289664",-3.78792268800875,-38.5796203937318,"11",31.9780616760254
"3062309",-3.77498197789303,-38.6188914388686,"4",15.1640758514404
"3488179",-3.78122833990025,-38.5868440482488,"11",26.0837554931641
"10187642",-3.75706572496024,-38.6005022458526,"4",7.50625133514404
"5459648",-3.75971716003547,-38.6045453872487,"4",8.9150333404541
"10239499",-3.76545544742258,-38.5831829893653,"13",17.3377342224121
"4696158",-3.74625487500098,-38.5997575688175,"4",4.81252670288086
"3587649",-3.7900843285747,-38.5803367981053,"11",29
"6169244",-3.79380618130489,-38.5377579753361,"12",17.7949142456055
"1107194",-3.75628326915171,-38.5652804349317,"13",25.9745597839355
"1090372",-3.76183173754474,-38.5642438719312,"13",17.0960159301758
"7925069",-3.80728626618509,-38.6107135292306,"4",20.5968265533447
"10228721",-3.78401433471347,-38.6032832448116,"4",21
"12636061",-3.77940008351476,-38.6145295306866,"4",11.4973335266113
"2935899",-3.75193200965994,-38.5808928877059,"13",21.665885925293
"3122697",-3.7604207207157,-38.6124579673186,"4",13.6577005386353
"3067564",-3.77052030657745,-38.6173827967962,"4",15.7634267807007
"4838920",-3.7794292019078,-38.5694548484438,"13",28.470775604248
"1061518",-3.75640283854962,-38.5584226844103,"13",24
"3268160",-3.80092720449485,-38.579173952862,"11",30.4829597473145
"7108702",-3.75638878901715,-38.5592078131276,"13",24
"4654102",-3.7490054315237,-38.570404494409,"13",13.9805612564087
"4781279",-3.80450038574821,-38.6020602264386,"4",24.9520092010498
"8045488",-3.77613229030885,-38.5941970487948,"11",16
"5109833",-3.75519673866633,-38.5784922888015,"13",25.8968849182129
"3942660",-3.77828655268383,-38.6121802044788,"4",12
"799220",-3.78509522136604,-38.5752280861884,"11",32.0929679870605
"7260652",-3.75008940026926,-38.5794398781617,"13",26.4146175384521
"805920",-3.77778292048914,-38.5868862851302,"11",18.3040981292725
"903930",-3.77442568420049,-38.5562007057505,"13",24.8414001464844
"8905550",-3.8067849472685,-38.6076918499224,"4",20
"1900218",-3.77504684184055,-38.6128243909377,"4",11
"7249381",-3.74856200404952,-38.5813861908991,"13",24.7448787689209
"3077209",-3.77262307619874,-38.6187303611642,"4",14.0004901885986
"5247772",-3.76847411158325,-38.6144769269672,"4",11.0588178634644
"4211170",-3.81399966435282,-38.5618278782937,"11",28
"3920798",,,,
"10181490",-3.75395132154425,-38.5835781214372,"13",11.3852205276489
"10080546",-3.75687857803312,-38.5774292455976,"13",30.0441722869873
"6617603",-3.75716100003453,-38.5955373913423,"13",16.5244884490967
"1965026",-3.77028380240308,-38.6028577079282,"4",26
"8608652",-3.7994928034938,-38.6247298659513,"4",29.7512073516846
"6020127",-3.787405860883,-38.5698870124762,"11",25.703929901123
"10075623",-3.77562813212791,-38.5905149221502,"11",15.5295686721802
"3063100",-3.77009926380554,-38.6173490206055,"4",16
"10299572",-3.75936432038605,-38.5996476474737,"4",6.44483280181885
"14548640",-3.80981806537021,-38.5694704714501,"11",28.5217208862305
"3340996",-3.79272288458729,-38.586961657029,"11",25.2577953338623
"3825620",-3.78840214080331,-38.6079333430789,"4",15
"736074",-3.77652383639801,-38.6101369784751,"4",10.304126739502
"920037",-3.77226891532035,-38.5522903197243,"13",23.8162937164307
"8812438",-3.75347489115799,-38.5984264608516,"13",5.52741003036499
"867446",-3.7753624963687,-38.5779314474826,"13",31.2233333587646
"3451003",-3.80905969623602,-38.6262588587412,"4",36.1264266967773
"7362315",-3.79515348763968,-38.5539811161189,"11",17.6498641967773
"3903184",-3.79638144160847,-38.5955904717026,"4",19.776985168457
"10091246",-3.80680609364581,-38.6019523742569,"4",25.3491878509521
"6608280",-3.78900587678326,-38.6140472338476,"4",19.8945255279541
"2302837",-3.77320140958935,-38.5587065598576,"13",27.6610774993896
"3297713",-3.79393989614915,-38.5885919970204,"11",22.4387168884277
"3651975",-3.77995904651413,-38.5857000047193,"11",20.3611278533936
"4583256",-3.76491885030048,-38.5817480652655,"13",22.7111721038818
"4609093",-3.75201675096588,-38.5955191642916,"13",20.3668327331543
"4691717",-3.75426617272492,-38.6032582009548,"4",12.0372524261475
"10024344",-3.76904540363833,-38.5959780878046,"4",9
"10214992",-3.75196683863149,-38.5714564704545,"13",16.7718868255615
"10265899",-3.76888741026955,-38.5969500545767,"4",9.86419582366943
"3670066",-3.78011864643748,-38.5832166801969,"11",23.1171398162842
"902926",-3.77434998513152,-38.5586533864719,"13",27
"10696482",-3.79247558497585,-38.5899648092148,"11",17.6436405181885
"4722361",-3.75045820334432,-38.6000285906496,"4",5
"8248656",-3.79224490411355,-38.5457329368899,"11",13.8800354003906
"7263023",-3.74790051850694,-38.5829679310579,"13",22.5025081634521
"1961365",-3.76965719355721,-38.598505996158,"4",15.0391273498535
"7932324",-3.79980787812687,-38.5663255716604,"11",24
"6614957",-3.77598645497287,-38.5846177432183,"11",30.1317119598389
"6194036",-3.77857917643889,-38.5927321565561,"11",21.8857517242432
"3055205",-3.76405695984409,-38.6122638738222,"4",10.0336122512817
"2994631",-3.80556430125297,-38.5966601989956,"4",18.3957595825195
"2175371",-3.7753966586992,-38.5571843793297,"11",24.8096828460693
"10476709",-3.78327662788035,-38.6169435788497,"4",15.832670211792
"724815",-3.77708538348174,-38.577348287365,"11",32
"3632199",-3.78210055090775,-38.5922484253158,"11",15.6187601089478
"3058689",-3.76613638936819,-38.6129821843422,"4",10.3766736984253
"9019502",-3.78764169481641,-38.570713868294,"11",27
"3185990",-3.79567717843535,-38.5805846978329,"11",31.8301792144775
"10545042",-3.81254632024475,-38.6135574597576,"4",22.8018741607666
"3673880",-3.77897326063283,-38.5812238815459,"11",29
"5526442",-3.78477370323809,-38.6027099662462,"4",15.922625541687
"8064016",-3.77448061114004,-38.5914588866733,"11",15.6407499313354
"10085181",-3.77923876960545,-38.6099261254741,"4",11.4504890441895
"4746392",-3.76075232956891,-38.5621977045977,"13",19.3832416534424
"5580919",-3.75948044054395,-38.5959043567987,"13",12.095401763916
"4938593",-3.77320140958935,-38.5587065598576,"13",27.6610774993896
"1931377",-3.75346187875794,-38.5597268554012,"13",18.7667140960693
"797057",-3.75040395244042,-38.5686182255162,"13",11.4742469787598
"3420965",-3.77271182614006,-38.5853978088265,"13",31.5693302154541
"6770711",-3.77987138802921,-38.5605640370594,"11",26
"4803418",-3.7945546105338,-38.5872781977196,"11",28.307201385498
"10034536",-3.74951237313923,-38.5728251340475,"13",21.5028553009033
"3092313",-3.75861980076676,-38.6086819757104,"4",7.21269464492798
"4685768",-3.75924406690708,-38.6026293053799,"4",13.8160343170166
"3389405",-3.79265529838367,-38.5880575105138,"11",26
"4643488",-3.80967900701119,-38.5603304506054,"11",19.5198726654053
"1770217",-3.80639191521377,-38.6278936446073,"4",31
"3268098",-3.79653019885705,-38.5800012848996,"11",30
"1027662",-3.75113422714375,-38.5603393945535,"13",20.3547782897949
"3668231",-3.77915476826764,-38.5833919892037,"11",22.2170085906982
"2468085",-3.77249609146348,-38.6133550511598,"4",10.2197399139404
"3188450",-3.79531726908476,-38.5805686692793,"11",31.7975330352783
"6626955",-3.75790253411475,-38.5955483919701,"13",19
"1956850",-3.77126406775016,-38.6014228706376,"4",26.1246089935303
"3287190",-3.78398790489576,-38.5630145569245,"11",25.4748439788818
"1065106",-3.75124821394965,-38.5816403044069,"13",19.6317405700684
"6348025",-3.78970675901645,-38.6258992238668,"4",37
"10415084",-3.76742164831578,-38.5830513003431,"13",17.2186851501465
"3882055",-3.79505216906958,-38.613227242559,"4",18.9272880554199
"7938713",-3.8183224819465,-38.6180705090362,"4",26
"3905047",-3.79059264442011,-38.6217287733525,"4",24.446891784668
"3677575",-3.777389889014,-38.5819642973269,"11",29.8540668487549
"1978349",-3.75327682935368,-38.5592809696377,"13",19.2173881530762
"2481251",-3.76556759934247,-38.5976758687192,"4",7.81430578231812
"7247605",-3.75437949525325,-38.5765121362775,"13",31.8202495574951
"1014811",-3.7526557325446,-38.563687915049,"13",20.2780952453613
"5088852",,,,
"9037748",-3.80100701742097,-38.5775663818256,"11",31.267261505127
"10207090",-3.80288313585849,-38.591525004561,"11",16.6114616394043
"6734880",-3.80525277772632,-38.6009566884959,"4",23
"10308172",-3.79762473904227,-38.5654170978084,"11",28.5337753295898
"3267849",-3.77842193119782,-38.5753274209811,"11",30.610107421875
"10141340",-3.76208637615584,-38.5982128887827,"4",6.3334493637085
"1943154",-3.78405704211602,-38.5568460259883,"11",27
"5310610",-3.80708816961213,-38.5571244124276,"11",16
"3082458",-3.7686145044618,-38.616262994511,"4",13.9450674057007
"3058840",-3.76839276866083,-38.615620805123,"4",12
"4720040",-3.74985641458948,-38.6030295645174,"4",7.536217212677
"7401361",-3.75814190077994,-38.5717225801398,"13",28.2385997772217
"6030831",-3.79696863414937,-38.5702124989701,"11",30.5629920959473
"2226081",-3.79907542015238,-38.556399711625,"11",18.420051574707
"7236212",-3.75287736519083,-38.577125584125,"13",31
"1958046",-3.77123630754268,-38.600446078131,"4",21.8804607391357
"10158774",-3.7937972651881,-38.5673789667501,"11",29.0274295806885
"2029480",-3.76601995441639,-38.5879497167848,"13",27.4851322174072
"6675204",-3.75687337044174,-38.5961674741448,"13",13.4042711257935
"716910",-3.785502339581,-38.5787868494692,"11",33
"978841",-3.76244350932064,-38.5899908184734,"13",24.3629150390625
"6825010",-3.75676683963664,-38.6024989459793,"4",12
"6848133",-3.80563048171147,-38.6018513410969,"4",25.7762985229492
"3258947",-3.79814313065651,-38.5828865581367,"11",34
"3259188",-3.79909020939207,-38.585041147368,"11",26.6314449310303
"6797059",-3.7566063104676,-38.6031655834067,"4",12.9088830947876
"7201001",-3.75657099884943,-38.5733353075285,"13",32
"10139010",-3.75279915066768,-38.5696520053921,"13",14.8889293670654
"6739911",-3.75827969114991,-38.5912182716538,"13",22
"10250565",-3.75189893674206,-38.5638200332635,"13",18.9994945526123
"2487560",-3.77831220762322,-38.5898856659482,"11",23.7440242767334
"3282899",-3.79726990865512,-38.5834213247397,"11",33.148853302002
"3058522",-3.76286406354484,-38.6139099289768,"4",14
"4781961",-3.80606446855497,-38.6063906977369,"4",20.0972557067871
"4654854",-3.76103804201114,-38.5770929748998,"13",24.9151763916016
"10239260",-3.7734191162215,-38.5919953172142,"11",12.712251663208
"7038569",-3.77209785976668,-38.5901607042282,"13",19.5715351104736
"7242395",-3.74966484498102,-38.5809815504218,"13",24.2956695556641
"808776",-3.75622030790665,-38.602061429535,"4",10.9369506835938
"4587553",-3.76409412983993,-38.5780355953481,"13",29.7562160491943
"3641902",-3.78176464991495,-38.5849653535085,"11",25.2543315887451
"3799816",-3.77671590831018,-38.5976739654013,"4",11.6140537261963
"1901044",-3.77584090295803,-38.6146512917095,"4",10.8033895492554
"10232982",-3.77344068079379,-38.5534694219528,"13",21
"5495458",-3.75803219323212,-38.6097969447767,"4",7.25600528717041
"7150679",-3.75422931149295,-38.5698088681918,"13",19.8462047576904
"4573315",-3.77034756911697,-38.584957501467,"13",27.9909820556641
"3459870",-3.79809382451496,-38.5631235976594,"11",29.0785732269287
"6824374",-3.77680059603287,-38.5720124141933,"13",29.8760585784912
"3631230",-3.78269901688144,-38.592055228069,"11",16.249439239502
"5246610",-3.75113323438875,-38.6007588481996,"4",5.59166574478149
"1765124",-3.80660341908298,-38.6077923618178,"4",20
"7284659",-3.75009351314448,-38.5814709007116,"13",22.3969058990479
"2466309",-3.77611012603267,-38.6133089499619,"4",10.9381580352783
"8602395",-3.76076378770856,-38.600233732233,"4",7.90255498886108
"3122468",-3.76114322195208,-38.61216715573,"4",12
"3907295",-3.78072738490466,-38.6099896440132,"4",12
"3061973",-3.77591821741708,-38.6199649888949,"4",19.7133598327637
"5246741",-3.75120575886402,-38.6000736506603,"4",5.19060182571411
"3405559",-3.78945710650694,-38.5477805486418,"11",20
"10566023",-3.75726576758381,-38.5934794377841,"13",23.2437915802002
"3068099",-3.77063934399807,-38.6152667368958,"4",11.1836748123169
"908444",-3.77252369791666,-38.5544099236979,"13",21.474235534668
"6889298",-3.79473809112202,-38.5872014291441,"11",28.254264831543
"8024600",-3.76765302282092,-38.5953011572112,"4",8
"2254743",-3.7779144688595,-38.5894724699401,"11",21.7501811981201
"3305325",-3.79855780167707,-38.5890741254273,"11",21.3159103393555
"4686691",-3.76132759319459,-38.602264153107,"4",14
"10717340",-3.77159407503095,-38.5911697244788,"13",16.2834396362305
"5084075",-3.77147566610853,-38.6160789139883,"4",11.7711820602417
"4993381",,,,
"2127490",-3.75088677176811,-38.5621927863322,"13",15.792989730835
"2094592",-3.77300599862928,-38.5988243948197,"4",14.9251041412354
"10310622",-3.76015753883996,-38.5990930015536,"4",7
"5130077",-3.79324561412758,-38.5738978515619,"11",22.4247150421143
"10243062",-3.78433837179336,-38.5971151247819,"4",12.5574541091919
"4841816",-3.77343130635788,-38.5718388339186,"13",24.54758644104
"1906836",-3.75973262748192,-38.608295050727,"4",7.1434965133667
"10080775",-3.75171629606489,-38.5707576928672,"13",14.7663154602051
"4722310",-3.75067531749914,-38.600030293824,"4",5.0258994102478
"9006168",-3.78600306513616,-38.620881991712,"4",27.1415729522705
"729930",-3.77734434547967,-38.58713625175,"11",17.9923877716064
"4462068",-3.77825573096731,-38.570189935685,"13",28.7394256591797
"10264884",-3.78005853454746,-38.5856771328015,"11",20.5582885742188
"7782349",-3.79263739332349,-38.6079459780919,"4",16.4363021850586
"10023283",-3.75871838541143,-38.5878925545528,"13",25.2443408966064
"8019274",-3.81284660313612,-38.6217656297752,"4",40.8458442687988
"3186172",-3.79641728406183,-38.5802459600071,"11",30.3204574584961
"3634841",-3.77814212925475,-38.5774685211081,"11",32.7825355529785
"10071423",-3.75966312153532,-38.5543816877304,"13",18
"10269690",-3.79328261028581,-38.6061107676828,"4",15.6770620346069
"920193",-3.77165431215618,-38.5526904117658,"13",24.7284069061279
"5595126",-3.76356784977899,-38.6004131628864,"4",9.87159729003906
"2684594",-3.81203011815513,-38.6221376024372,"4",39.5187911987305
"3646424",-3.78162124846267,-38.5888553810463,"11",28.9577655792236
"7798202",-3.79654592685826,-38.6148834825539,"4",20.7497253417969
"3862984",-3.75965098097292,-38.6112317165822,"4",10.5764131546021
"5686857",-3.79474182897424,-38.5935446615819,"4",16
"10064729",-3.7779094414671,-38.5822721175757,"11",28.5438213348389
"868159",-3.77476553043689,-38.5782884316652,"13",30.8994274139404
"6668321",-3.75355800575919,-38.5790548792161,"13",25.1604061126709
"4993772",-3.7600161579276,-38.608219384004,"4",7
"4716833",-3.7497041735196,-38.6020798409133,"4",8.49708938598633
"1024647",-3.75582205631715,-38.5578284510907,"13",24
"10636471",-3.79310876329938,-38.5454476735952,"11",11.3293895721436
"14521865",-3.77985323567246,-38.5887107795868,"11",23.9911327362061
"3617149",-3.77869484577448,-38.5931663243904,"11",19.1871242523193
"6673163",-3.75829060775217,-38.6054333191563,"4",7
"8925046",-3.75663968888998,-38.6031838838385,"4",12.8274965286255
"1963015",-3.77030204570945,-38.6004854408404,"4",21.4180965423584
"3255018",-3.79896618756784,-38.5800164161254,"11",32.4802589416504
"5077966",-3.77943897402174,-38.6092430444018,"4",12
"6694721",-3.80525673879531,-38.6013762961751,"4",24.0805702209473
"4712277",-3.75410264342298,-38.6023501433566,"4",9.72648811340332
"3651789",-3.77992678365481,-38.5861454352848,"11",20.3528118133545
"3270939",-3.8110701276036,-38.5557605682035,"11",27.0901012420654
"3339629",-3.79458918616514,-38.5763003443652,"11",28.0892868041992
"10465650",-3.7898996410215,-38.5380934926565,"11",18
"3436055",-3.8099034581195,-38.5552110603893,"11",24.9619426727295
"419826",-3.75613089672982,-38.5719834796279,"13",29.1733818054199
"3906345",-3.77778919268912,-38.6103905909004,"4",11.6217908859253
"3539520",-3.79674792512446,-38.569830434243,"11",30.8342723846436
"3908151",-3.77903749596136,-38.6092609597608,"4",11.8143091201782
"4920147",-3.76758229690739,-38.5835514982897,"13",17.6658840179443
"3064360",-3.76457720010904,-38.6139274219039,"4",10.9543590545654
"10814507",-3.77960305049,-38.5819086989387,"11",26.7152194976807
"1075896",-3.76902176306684,-38.5525837805937,"13",24.558126449585
"2126761",-3.76021218048096,-38.5805559450446,"13",17.8613624572754
